"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.395491183E1,8.156082308E-1,-4.512828416E-1,-2.253234492E0,2.438429549E0
1.396490683E1,1.042141644E0,-2.350498831E-1,-2.332605767E0,2.565610515E0
1.397490183E1,1.333266764E0,7.179562211E-2,-2.237408126E0,2.605522979E0
1.398489583E1,1.757638234E0,4.102634543E-1,-1.991429504E0,2.687638319E0
1.399489083E1,2.198068059E0,9.023499209E-1,-1.621317710E0,2.876527366E0
1.400488583E1,2.370987767E0,1.434702069E0,-1.329433476E0,3.073653589E0
1.401487983E1,2.696787022E0,1.654393655E0,-1.092477400E0,3.347115994E0
1.402487483E1,2.813973117E0,1.621846883E0,-8.468414256E-1,3.356482149E0
1.403486983E1,2.633776841E0,1.420807915E0,-7.164414999E-1,3.077135682E0
1.404486383E1,2.380879356E0,1.031407326E0,-6.657122263E-1,2.678723641E0
1.405485883E1,2.050138911E0,7.061091775E-1,-5.960815358E-1,2.248771425E0
1.406485383E1,1.633953836E0,5.205612373E-1,-5.653205037E-1,1.805651243E0
1.407484783E1,1.300155590E0,2.888787657E-1,-6.233877406E-1,1.470533160E0
1.408484283E1,1.059584473E0,1.138066971E-1,-6.667808050E-1,1.257087054E0
1.409483783E1,8.588572345E-1,7.744286299E-2,-6.071970928E-1,1.054666514E0
1.410483183E1,7.058351623E-1,1.071016949E-1,-4.397480392E-1,8.384821927E-1
1.411482683E1,5.068417691E-1,1.436842149E-1,-2.543907183E-1,5.850199741E-1
1.412482183E1,3.017811952E-1,-4.825122356E-2,1.136172473E-2,3.058253736E-1
1.413481683E1,1.110672583E-1,-2.944429761E-1,3.935521120E-1,5.039006518E-1
1.414481083E1,-1.822178412E-1,-5.572051531E-1,7.783901185E-1,9.744599021E-1
1.415480583E1,-4.277678618E-1,-8.453793293E-1,1.226480380E0,1.549808271E0
1.416480083E1,-4.197630236E-1,-7.410574007E-1,1.665096399E0,1.870270858E0
1.417479483E1,-7.485738502E-1,-6.077046311E-1,2.002823389E0,2.222829110E0
1.418478983E1,-6.432571641E-1,-6.339030808E-1,2.410629258E0,2.574246747E0
1.419478483E1,-2.318333298E-2,-6.962028247E-1,2.927692106E0,3.009421358E0
1.420477883E1,2.805036891E-1,-5.305178761E-1,3.244002500E0,3.299042854E0
1.421477383E1,4.232538113E-1,-4.306690675E-1,3.277339815E0,3.332502948E0
1.422476883E1,4.421967801E-1,-1.897263604E-1,2.932952846E0,2.972161921E0
1.423476283E1,4.813546331E-1,-4.662218928E-2,2.206932145E0,2.259297547E0
1.424475783E1,5.782333486E-1,-1.252128607E-1,1.239719061E0,1.373657678E0
1.425475283E1,2.570393609E-1,-1.632606930E-1,4.057008719E-1,5.072637227E-1
1.426474683E1,-3.127815986E-1,6.280260444E-2,1.655317515E-1,3.594123764E-1
1.427474183E1,-5.336151463E-1,1.155824965E-1,1.114947081E-2,5.461032398E-1
1.428473683E1,-5.150009738E-1,-2.151962471E-1,-1.335638541E-1,5.739117797E-1
1.429473083E1,-5.054097860E-1,-4.088460892E-1,-1.851672864E-1,6.759298043E-1
1.430472583E1,-6.629377225E-1,-2.346458405E-1,-8.457354248E-2,7.083062745E-1
1.431472083E1,-6.746018214E-1,-1.162824082E-1,2.395311892E-2,6.849693189E-1
1.432471483E1,-5.608451179E-1,-2.259048378E-1,6.741722703E-2,6.083792605E-1
1.433470983E1,-6.886116039E-1,-5.659537572E-1,4.959894830E-1,1.020046648E0
1.434470483E1,-8.706993080E-1,-6.827150524E-1,1.013231256E0,1.500284875E0
1.435469883E1,-5.307842899E-1,-7.036293733E-1,6.811205167E-1,1.113890217E0
1.436469383E1,-4.570330665E-1,-8.313302243E-1,7.625657988E-1,1.217167106E0
1.437468883E1,-2.079709889E-1,-8.429708612E-1,5.774242401E-1,1.042722666E0
1.438468283E1,-3.586378026E-1,-8.160836095E-1,9.101284719E-1,1.273949515E0
1.439467783E1,-2.009707023E-1,-6.902714092E-1,7.868755978E-1,1.065850387E0
1.440467283E1,-2.017900434E-1,-5.365627277E-1,4.680608422E-1,7.400673850E-1
1.441466683E1,-4.008571847E-1,-3.936860132E-1,2.336576611E-1,6.084990239E-1
1.442466183E1,-4.802376688E-1,-5.155016416E-1,-2.390517175E-1,7.439864815E-1
1.443465683E1,-4.919084188E-1,-5.771698862E-1,-4.425956333E-1,8.780602853E-1
1.444465083E1,-5.530642281E-1,-5.222931826E-1,-1.522498012E-1,7.757900560E-1
1.445464583E1,-6.607208238E-1,-6.751698053E-1,1.724150938E-1,9.602776877E-1
1.446464083E1,-7.694295529E-1,-8.863507694E-1,2.925835615E-1,1.209646504E0
1.447463583E1,-9.344882646E-1,-8.966722745E-1,2.285267293E-1,1.315109863E0
1.448463042E1,-8.453957746E-1,-8.230944210E-1,-1.504716629E-1,1.189462132E0
1.449462542E1,-7.244258729E-1,-9.361965287E-1,-6.171677649E-1,1.334972972E0
1.450462042E1,-1.290440003E0,-9.654910791E-1,-6.478726637E-1,1.736993786E0
1.451461442E1,-1.030887801E0,-2.387967789E-1,-7.027698326E-1,1.270290910E0
1.452460942E1,-8.917505269E-1,-3.463609886E-1,-5.505942911E-1,1.103783951E0
1.453460442E1,-9.651506981E-1,-5.659104878E-1,-5.806507337E-1,1.260526011E0
1.454459842E1,-8.085394587E-1,-3.824535120E-1,-3.789592159E-1,9.713994196E-1
1.455459342E1,-8.967728466E-1,-6.557278132E-1,-1.310969138E-1,1.118645120E0
1.456458842E1,-1.148792300E0,-7.894887185E-1,6.905152380E-2,1.395630430E0
1.457458242E1,-1.188731925E0,-8.897637892E-1,2.160733294E-1,1.500483547E0
1.458457742E1,-1.418500750E0,-1.050889079E0,3.704333907E-1,1.803810725E0
1.459457242E1,-1.497059700E0,-1.131577147E0,4.986289161E-1,1.941722272E0
1.460456642E1,-1.346392301E0,-1.118326187E0,7.593007135E-1,1.907868775E0
1.461456142E1,-1.227179415E0,-1.059313163E0,1.089286575E0,1.953115187E0
1.462455642E1,-1.020037269E0,-8.896480143E-1,1.327571138E0,1.895888906E0
1.463455042E1,-8.390436519E-1,-8.598763311E-1,1.291150585E0,1.763647184E0
1.464454542E1,-7.059708908E-1,-8.263864034E-1,9.742297429E-1,1.459600280E0
1.465454042E1,-5.760852643E-1,-1.212273985E-1,5.721558988E-1,8.209340329E-1
1.466453442E1,-1.221349595E-1,1.126846164E-1,1.648160523E-1,2.340493585E-1
1.467452942E1,7.001784197E-1,2.733140624E-1,-1.054451787E-1,7.589921487E-1
1.468452442E1,1.325088556E0,5.323258352E-1,-2.868918818E-1,1.456549837E0
1.469451842E1,1.654511476E0,8.842410940E-1,-4.543128687E-1,1.930204839E0
1.470451342E1,1.823137721E0,1.242251490E0,-7.560537547E-1,2.332088590E0
1.471450842E1,1.829275981E0,1.677672590E0,-1.209706473E0,2.761200045E0
1.472450242E1,1.733603108E0,2.022967631E0,-1.707844223E0,3.164571008E0
1.473449742E1,2.226816479E0,2.040012850E0,-2.160346209E0,3.713146886E0
1.474449242E1,2.818295379E0,1.673074924E0,-2.506156974E0,4.125868554E0
1.475448742E1,2.794520893E0,1.660213974E0,-2.505304450E0,4.103925907E0
1.476448142E1,2.397750473E0,1.789120520E0,-2.186179792E0,3.705339614E0
1.477447642E1,2.107076028E0,1.613471332E0,-1.961619814E0,3.300153242E0
1.478447142E1,1.955440477E0,1.288818716E0,-1.722216094E0,2.907031031E0
1.479446542E1,1.710658780E0,9.548409605E-1,-1.335057912E0,2.370749745E0
1.480446042E1,1.361297585E0,6.404484540E-1,-1.022720702E0,1.819137975E0
1.481445542E1,1.072609512E0,3.718501711E-1,-7.769417632E-1,1.375646109E0
1.482444942E1,8.099782392E-1,6.959063709E-2,-5.101286352E-1,9.597597768E-1
1.483444442E1,5.462847470E-1,-2.113207126E-1,-2.821012580E-1,6.501265939E-1
1.484443942E1,2.785387323E-1,-3.759923387E-1,-5.798040569E-2,4.715037556E-1
1.485443342E1,4.265697308E-2,-4.621142238E-1,1.473229373E-1,4.869016544E-1
1.486442842E1,-1.601637883E-1,-5.950483328E-1,2.829789251E-1,6.780944105E-1
1.487442342E1,-5.237291126E-1,-9.411929744E-1,4.011213326E-1,1.149362746E0
1.488441742E1,-1.126519963E0,-1.210733244E0,4.424213862E-1,1.711916732E0
1.489441242E1,-1.688696346E0,-1.416301466E0,4.806686085E-1,2.255803072E0
1.490440742E1,-2.158417797E0,-1.834823527E0,5.001006603E-1,2.876707395E0
1.491440142E1,-2.645242062E0,-2.091319828E0,4.914923894E-1,3.407710222E0
1.492439642E1,-2.964507930E0,-2.074012654E0,4.144225788E-1,3.641645484E0
1.493439142E1,-2.899246864E0,-1.951138680E0,1.756731623E-1,3.499062101E0
1.494438542E1,-2.598058540E0,-1.758157175E0,-3.367236078E-2,3.137221486E0
1.495438042E1,-2.217555221E0,-1.520110593E0,-2.438125205E-1,2.699579952E0
1.496437542E1,-1.905962799E0,-1.174558275E0,-3.600563371E-1,2.267580627E0
1.497436942E1,-1.477073771E0,-6.917723894E-1,-3.176611000E-1,1.661687256E0
1.498436442E1,-9.148856203E-1,-3.539319634E-1,-3.140767568E-1,1.030013467E0
1.499435942E1,-5.389369896E-1,-1.764286226E-1,-4.018148124E-1,6.950073965E-1
1.500435342E1,-2.488134979E-1,2.931209207E-3,-4.885038775E-1,5.482269485E-1
1.501434842E1,-6.019679278E-2,1.684185219E-1,-4.552805829E-1,4.891511643E-1
1.502434342E1,4.888184577E-2,3.919096291E-2,-2.543895489E-1,2.619912384E-1
1.503433742E1,-8.734687686E-2,-3.587652719E-1,8.453144252E-2,3.787975211E-1
1.504433242E1,-3.004960138E-1,-3.514667773E-1,5.431478620E-1,7.133276595E-1
1.505432742E1,-4.392738301E-1,1.452284646E-1,1.068381025E0,1.164255478E0
1.506432242E1,-2.874850819E-1,2.830093306E-1,1.441797665E0,1.497171486E0
1.507431642E1,1.188253623E-1,3.441361231E-1,1.545379921E0,1.587686442E0
1.508431142E1,4.569259894E-1,5.365177041E-1,1.483232204E0,1.642135920E0
1.509430642E1,8.523825395E-1,7.631996369E-1,1.316372550E0,1.744094714E0
1.510430042E1,1.213865890E0,9.403562379E-1,1.208713616E0,1.954156815E0
1.511429542E1,1.256578923E0,1.234129123E0,1.155201652E0,2.106313400E0
1.512429042E1,1.715350294E0,1.013234180E0,1.196453758E0,2.323913021E0
1.513428442E1,1.948715301E0,6.104001975E-1,1.274998237E0,2.407426059E0
1.514427942E1,1.680201511E0,8.818402272E-1,1.341309755E0,2.323753680E0
1.515427442E1,1.344432461E0,1.213253978E0,1.374082814E0,2.273232817E0
1.516426842E1,1.308648378E0,1.105105047E0,1.231354619E0,2.109514622E0
1.517426342E1,1.417116275E0,7.363784587E-1,9.146214724E-1,1.840381539E0
1.518425842E1,1.313040076E0,5.821838737E-1,5.371111965E-1,1.533460381E0
1.519425242E1,1.129591286E0,5.686154097E-1,2.648361844E-1,1.292067398E0
1.520424742E1,1.024764450E0,4.921145332E-1,1.187610430E-1,1.142988660E0
1.521424242E1,9.841309793E-1,3.888959742E-1,8.441683710E-2,1.061546073E0
1.522423642E1,9.020493740E-1,2.724545217E-1,9.121773362E-2,9.467022839E-1
1.523423142E1,6.881759132E-1,2.893377721E-2,1.239083469E-1,6.998403600E-1
1.524422642E1,4.244694109E-1,-1.944988579E-1,1.291018438E-1,4.844289139E-1
1.525422042E1,2.427068120E-1,-3.204817969E-1,8.133769333E-2,4.101597239E-1
1.526421542E1,1.827589644E-1,-3.504674882E-1,-1.309776306E-3,3.952594273E-1
1.527421042E1,1.985807991E-1,-2.815451878E-1,-7.267621279E-2,3.521134171E-1
1.528420442E1,2.631282127E-1,-1.692160821E-1,-9.418811917E-2,3.267138512E-1
1.529419942E1,2.960651399E-1,-1.034612185E-1,1.009287894E-2,3.137844117E-1
1.530419442E1,2.403673410E-1,-1.147814280E-1,1.163894123E-1,2.906849328E-1
1.531418842E1,1.847841476E-1,-1.495361084E-1,9.883899450E-2,2.574400430E-1
1.532418342E1,1.456972651E-1,-1.762871200E-1,-9.083006322E-2,2.460791379E-1
1.533417842E1,1.476236303E-1,-1.285212153E-1,-3.287667167E-1,3.826199067E-1
1.534417342E1,2.356419137E-1,-2.843734860E-2,-4.827624965E-1,5.379548515E-1
1.535416742E1,2.906323457E-1,4.688648343E-2,-4.576972371E-1,5.441987354E-1
1.536416242E1,3.027943350E-1,8.160257220E-2,-3.112654155E-1,4.418478788E-1
1.537415742E1,3.052182982E-1,1.369417906E-1,-1.788113630E-1,3.793214562E-1
1.538415142E1,2.853338181E-1,1.725302839E-1,-1.345783460E-1,3.595739393E-1
1.539414642E1,2.899252711E-1,1.645201832E-1,-1.651265395E-1,3.720085047E-1
1.540414142E1,3.356080321E-1,1.361986095E-1,-2.475371969E-1,4.386997564E-1
1.541413542E1,3.641401787E-1,6.666585982E-2,-3.136540031E-1,4.852022674E-1
1.542413042E1,3.420161419E-1,-1.785739660E-3,-3.076044738E-1,4.599986332E-1
1.543412542E1,3.675862718E-1,6.250498116E-2,-2.498129332E-1,4.488129248E-1
1.544411942E1,3.894564298E-1,1.420154196E-1,-1.295550030E-1,4.343146197E-1
1.545411442E1,3.964798494E-1,1.217121327E-1,-4.430961549E-2,4.171012542E-1
1.546410942E1,3.291441179E-1,3.935526967E-2,-4.289868236E-2,3.342528752E-1
1.547410342E1,2.092685226E-1,-5.479601204E-2,-1.127512747E-1,2.439441892E-1
1.548409842E1,3.385022577E-2,-1.502161396E-1,-2.260931182E-1,2.735485779E-1
1.549409321E1,-9.963626236E-2,-2.223731196E-1,-3.175003016E-1,4.002294724E-1
1.550408721E1,-1.815234661E-1,-2.535539818E-1,-3.261740613E-1,4.512537077E-1
1.551408221E1,-1.997026605E-1,-2.840589058E-1,-2.809592968E-1,4.466640136E-1
1.552407721E1,-1.888859146E-1,-3.176388806E-1,-1.850012255E-1,4.132769055E-1
1.553407121E1,-2.292541595E-1,-3.867284113E-1,-1.423551428E-1,4.715732398E-1
1.554406621E1,-3.534031924E-1,-4.835887080E-1,-1.575117105E-1,6.193236584E-1
1.555406121E1,-5.153540725E-1,-5.150853199E-1,-2.052963263E-1,7.570001905E-1
1.556405521E1,-5.911966257E-1,-4.460794044E-1,-2.713950062E-1,7.887683656E-1
1.557405021E1,-5.341660636E-1,-3.842831057E-1,-3.563018399E-1,7.483033409E-1
1.558404521E1,-4.487012959E-1,-3.989473379E-1,-4.198891407E-1,7.326654911E-1
1.559404021E1,-4.700582510E-1,-3.924990284E-1,-3.707450473E-1,7.158646079E-1
1.560403421E1,-5.478730335E-1,-3.252882081E-1,-2.213147736E-1,6.745053804E-1
1.561402921E1,-5.558815628E-1,-3.077389598E-1,-1.068128425E-1,6.442954000E-1
1.562402421E1,-4.797069974E-1,-3.300899416E-1,-1.808894634E-2,5.825850864E-1
1.563401821E1,-3.371558267E-1,-3.032658398E-1,2.896418273E-2,4.544041647E-1
1.564401321E1,-2.172981384E-1,-2.612302065E-1,2.995879412E-2,3.411117575E-1
1.565400821E1,-1.774700483E-1,-1.851842433E-1,-1.788721740E-2,2.571162666E-1
1.566400221E1,-1.954707199E-1,-1.009287894E-1,-2.154582024E-2,2.210421798E-1
1.567399721E1,-2.141872004E-1,-8.399934590E-2,1.514194965E-2,2.305673992E-1
1.568399221E1,-2.570009520E-1,-9.124229193E-2,1.297134626E-1,3.019937541E-1
1.569398621E1,-3.195558903E-1,-1.257794559E-1,2.623212969E-1,4.321445376E-1
1.570398121E1,-3.120528893E-1,-2.259141934E-1,3.320867658E-1,5.086215179E-1
1.571397621E1,-2.487086317E-1,-2.751535964E-1,2.854119515E-1,4.680015675E-1
1.572397021E1,-1.798065774E-1,-2.082433230E-1,1.583180416E-1,3.174276124E-1
1.573396521E1,-1.022267068E-1,-1.057632673E-1,2.234104156E-2,1.487793347E-1
1.574396021E1,-3.616976140E-2,-6.108176887E-2,-1.067882842E-1,1.282301516E-1
1.575395421E1,-3.829535220E-2,-6.340369821E-2,-1.696610552E-1,1.851254618E-1
1.576394921E1,1.335709256E-1,-3.542863047E-1,-2.280232841E-1,4.419893618E-1
1.577394421E1,-3.498312015E-1,2.850576103E-2,-8.982785046E-2,3.623030370E-1
1.578393821E1,-7.629662599E-1,1.920020968E-1,5.363300085E-2,7.885802545E-1
1.579393321E1,-4.487349173E-1,-2.286536139E-1,-6.363992572E-2,5.076372143E-1
1.580392821E1,-1.670533432E-1,-5.485512739E-1,-2.048127615E-1,6.089035941E-1
1.581392221E1,-2.227075255E-1,-4.766778839E-1,-2.546824944E-1,5.845370988E-1
1.582391721E1,-5.730118581E-1,-1.912939990E-1,-2.838899213E-1,6.674799405E-1
1.583391221E1,-6.926116110E-1,-1.652733046E-1,-2.931057179E-1,7.700240716E-1
1.584390621E1,-7.565987883E-1,-2.205762702E-1,-2.175292861E-1,8.175662712E-1
1.585390121E1,-8.322976461E-1,-3.584524459E-1,-1.474246788E-1,9.181184910E-1
1.586389621E1,-8.878024869E-1,-4.723620540E-1,-1.347789055E-1,1.014635166E0
1.587389121E1,-1.008658002E0,-5.715010107E-1,-1.939515585E-1,1.175423999E0
1.588388521E1,-1.023455551E0,-6.407028079E-1,-3.071945840E-1,1.245925305E0
1.589388021E1,-9.342861702E-1,-6.324079478E-1,-4.432025743E-1,1.212129936E0
1.590387521E1,-8.847675627E-1,-6.475487280E-1,-4.785817373E-1,1.196316628E0
1.591386921E1,-1.096968427E0,-8.183692861E-1,-4.807586557E-1,1.450585021E0
1.592386421E1,-1.401412554E0,-9.040473676E-1,-5.716302341E-1,1.762957718E0
1.593385921E1,-1.520980367E0,-8.772232658E-1,-7.221942830E-1,1.898543262E0
1.594385321E1,-1.411562005E0,-8.251257437E-1,-8.798469114E-1,1.856736485E0
1.595384821E1,-1.128317032E0,-6.272471952E-1,-9.747314340E-1,1.617603084E0
1.596384321E1,-7.729554239E-1,-3.322721225E-1,-9.341324615E-1,1.257166777E0
1.597383721E1,-4.194323270E-1,-1.505067462E-1,-7.815786052E-1,8.996893206E-1
1.598383221E1,-1.067315662E-1,2.375255942E-2,-5.820505571E-1,5.922319329E-1
1.599382721E1,1.489285827E-1,2.086368406E-1,-2.960848743E-1,3.916315957E-1
1.600382121E1,3.373961838E-1,2.614237493E-1,-1.189440608E-2,4.269895062E-1
1.601381621E1,4.415741247E-1,3.131868106E-1,1.582127917E-1,5.640079551E-1
1.602381121E1,4.771010761E-1,3.880042738E-1,2.452398258E-1,6.620538690E-1
1.603380521E1,6.111977577E-1,4.635239875E-1,4.226203752E-1,8.757997303E-1
1.604380021E1,7.390950751E-1,4.274887669E-1,6.278237307E-1,1.059797534E0
1.605379521E1,6.571826005E-1,1.400834996E-1,8.284674275E-1,1.066710193E0
1.606378921E1,2.869981550E-1,-1.117478925E-1,9.819439745E-1,1.029111025E0
1.607378421E1,-1.617898259E-1,-1.038722777E-1,1.028379638E0,1.046197915E0
1.608377921E1,-3.106271920E-1,-2.538802564E-2,9.490095323E-1,9.988758165E-1
1.609377321E1,-1.235069355E-1,-2.728310823E-2,7.951143247E-1,8.051118683E-1
1.610376821E1,1.558750749E-1,3.959734440E-2,5.984783095E-1,6.197106386E-1
1.611376321E1,3.737201107E-1,2.333413267E-1,4.179513735E-1,6.072876143E-1
1.612375721E1,5.219557983E-1,3.931416374E-1,2.855318195E-1,7.131105261E-1
1.613375221E1,6.207383671E-1,4.493269479E-1,2.192039287E-1,7.970327402E-1
1.614374721E1,6.274296284E-1,4.630579644E-1,2.392891145E-1,8.156898291E-1
1.615374221E1,6.264958280E-1,4.815983158E-1,2.719960999E-1,8.357127729E-1
1.616373621E1,6.839669412E-1,4.806574988E-1,2.458485210E-1,8.713689822E-1
1.617373121E1,8.227392027E-1,5.275106531E-1,1.345999807E-1,9.865517927E-1
1.618372621E1,9.381661633E-1,6.047857010E-1,-2.319824338E-2,1.116449575E0
1.619372021E1,9.946534824E-1,6.776151109E-1,-1.446899360E-1,1.212201702E0
1.620371521E1,1.063051580E0,6.824069041E-1,-2.107558715E-1,1.280693516E0
1.621371021E1,1.090253412E0,6.677064192E-1,-2.299060875E-1,1.298976972E0
1.622370421E1,1.064663073E0,5.920791167E-1,-2.091806316E-1,1.236050838E0
1.623369921E1,9.999145147E-1,4.342434704E-1,-1.027385026E-1,1.094966496E0
1.624369421E1,8.806687376E-1,2.794887221E-1,9.363146424E-3,9.240016448E-1
1.625368821E1,7.437247543E-1,1.778904265E-1,6.883751571E-2,7.677956223E-1
1.626368321E1,6.431256017E-1,1.406179351E-1,7.594889939E-2,6.626855805E-1
1.627367821E1,5.771098061E-1,1.280470061E-1,-4.757060766E-2,5.930554163E-1
1.628367221E1,6.004165153E-1,1.431439322E-1,-2.325607234E-1,6.596019006E-1
1.629366721E1,6.577165975E-1,1.541390365E-1,-3.976463324E-1,7.838830084E-1
1.630366221E1,6.442687324E-1,1.907051843E-1,-4.754248255E-1,8.230913871E-1
1.631365621E1,5.667138952E-1,2.054296428E-1,-4.361642808E-1,7.440465422E-1
1.632365121E1,4.714194828E-1,2.199348307E-1,-3.468030381E-1,6.252039713E-1
1.633364621E1,4.023855007E-1,2.410204750E-1,-2.956422400E-1,5.544450330E-1
1.634364021E1,4.367861322E-1,2.648934871E-1,-3.346022379E-1,6.106630351E-1
1.635363521E1,4.792712702E-1,2.826222450E-1,-3.971838176E-1,6.836163169E-1
1.636363021E1,4.817713934E-1,3.021127689E-1,-4.401298624E-1,7.190897694E-1
1.637362521E1,4.897604442E-1,3.337853819E-1,-4.140729153E-1,7.230037020E-1
1.638361921E1,4.937441522E-1,3.467580146E-1,-3.620432210E-1,7.036332158E-1
1.639361421E1,5.183740863E-1,3.168442440E-1,-3.047457701E-1,6.796851865E-1
1.640360921E1,5.555215935E-1,2.726445562E-1,-2.473986179E-1,6.664423238E-1
1.641360321E1,6.046484376E-1,2.481178254E-1,-2.313468415E-1,6.933134569E-1
1.642359821E1,6.311981589E-1,2.545216960E-1,-1.869986343E-1,7.058051422E-1
1.643359321E1,7.007870418E-1,2.939313447E-1,-1.376645064E-1,7.723015148E-1
1.644358721E1,7.535069999E-1,3.473544306E-1,-2.693519890E-2,8.301526391E-1
1.645358221E1,7.416241421E-1,3.330117953E-1,1.038342708E-1,8.195637740E-1
1.646357721E1,6.912221664E-1,2.472056597E-1,1.400881773E-1,7.473442440E-1
1.647357121E1,6.161281300E-1,1.214753205E-1,7.090099812E-2,6.319787002E-1
1.648356621E1,4.717606679E-1,2.923490882E-2,-5.149993658E-2,4.754629860E-1
1.649356092E1,3.698164364E-1,-1.257326782E-2,-2.214527678E-1,4.312349848E-1
1.650355492E1,3.165167999E-1,-2.851160824E-2,-3.369458020E-1,4.631719658E-1
1.651354992E1,3.072315677E-1,-3.450091124E-2,-3.426404053E-1,4.615018921E-1
1.652354492E1,3.188594138E-1,-5.858968556E-2,-2.858633566E-1,4.322290315E-1
1.653353892E1,2.683685604E-1,-1.304513812E-1,-2.254744828E-1,3.740026597E-1
1.654353392E1,1.866747717E-1,-2.192524606E-1,-1.872202438E-1,3.434683851E-1
1.655352892E1,6.347225681E-2,-3.142913496E-1,-2.008442563E-1,3.783466600E-1
1.656352292E1,-4.446778268E-2,-3.624086720E-1,-2.932969218E-1,4.683380335E-1
1.657351792E1,-1.278495164E-1,-3.460598570E-1,-3.725839967E-1,5.243298180E-1
1.658351292E1,-1.711454805E-1,-2.822006607E-1,-3.654585797E-1,4.924306671E-1
1.659350692E1,-1.595706065E-1,-2.703635573E-1,-3.339298081E-1,4.583321376E-1
1.660350192E1,-1.671508090E-1,-3.032757801E-1,-3.143942606E-1,4.677171612E-1
1.661349692E1,-2.035065484E-1,-3.270382798E-1,-3.091878998E-1,4.939292551E-1
1.662349192E1,-2.674028928E-1,-3.418083465E-1,-3.417270702E-1,5.523718343E-1
1.663348592E1,-3.712547053E-1,-3.576946467E-1,-3.750269634E-1,6.375113644E-1
1.664348092E1,-4.066286789E-1,-2.982775801E-1,-3.460317904E-1,6.115998670E-1
1.665347592E1,-3.861785538E-1,-2.563776022E-1,-2.708845443E-1,5.368815387E-1
1.666346992E1,-3.175042119E-1,-2.695455319E-1,-2.371811932E-1,4.792897211E-1
1.667346492E1,-2.516878429E-1,-2.839478087E-1,-1.620240068E-1,4.125832124E-1
1.668345992E1,-2.307590501E-1,-2.809908718E-1,-4.673036277E-2,3.665915111E-1
1.669345392E1,-2.147859553E-1,-2.820883942E-1,4.949200273E-2,3.579892834E-1
1.670344892E1,-2.088874303E-1,-2.858259344E-1,1.014263874E-1,3.682631334E-1
1.671344392E1,-1.962479793E-1,-3.013432753E-1,4.763726592E-2,3.627538395E-1
1.672343792E1,-1.899920433E-1,-3.159314936E-1,-3.064701140E-2,3.699309726E-1
1.673343292E1,-2.181574964E-1,-2.683842748E-1,-6.455092192E-2,3.518375104E-1
1.674342792E1,-2.375942625E-1,-1.950286156E-1,3.722746789E-2,3.096337818E-1
1.675342192E1,-2.174391659E-1,-8.704574525E-2,1.178979939E-1,2.622149683E-1
1.676341692E1,-2.031294395E-1,2.573184192E-2,1.500331217E-1,2.538378114E-1
1.677341192E1,-2.496053936E-2,-1.419130933E-1,1.394496614E-1,2.005207287E-1
1.678340592E1,8.931987360E-2,-2.481838989E-1,1.772063023E-1,3.177662051E-1
1.679340092E1,1.130964797E-1,-2.752261019E-1,2.275788957E-1,3.746096297E-1
1.680339592E1,8.171569755E-2,-2.744115847E-1,2.502649230E-1,3.802784568E-1
1.681338992E1,1.279038224E-2,-2.667178184E-1,3.091370291E-1,4.084944201E-1
1.682338492E1,-3.933630276E-2,-2.381746352E-1,4.376734471E-1,4.998325198E-1
