"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.076661154E1,-9.890746540E-1,-1.689757031E0,1.504772762E0,2.469390321E0
1.077660554E1,-9.232795177E-1,-1.631193073E0,1.468631122E0,2.381199967E0
1.078660054E1,-9.709469698E-1,-1.534343301E0,1.411926579E0,2.300105225E0
1.079659554E1,-8.355721600E-1,-1.270294152E0,1.367238064E0,2.044790451E0
1.080658954E1,-6.630793713E-1,-9.275636995E-1,1.344475438E0,1.762856453E0
1.081658454E1,-4.871259812E-1,-7.244296736E-1,1.281471105E0,1.550567079E0
1.082657954E1,-3.735882194E-1,-3.751503396E-1,1.346217908E0,1.446585148E0
1.083657454E1,-4.709935863E-1,-2.350972456E-1,1.527633036E0,1.615787228E0
1.084656854E1,-6.626775214E-1,-3.287836736E-1,1.582486351E0,1.746855247E0
1.085656354E1,-7.481257343E-1,-3.220535284E-1,1.566546257E0,1.765638061E0
1.086655754E1,-6.873360338E-1,-2.370239031E-1,1.664218147E0,1.816103850E0
1.087655254E1,-4.946861386E-1,-2.217328495E-1,1.720726808E0,1.804101045E0
1.088654754E1,-2.034489350E-1,-2.989505947E-2,1.737717063E0,1.749841643E0
1.089654254E1,8.157121651E-2,-6.181676388E-3,1.681310143E0,1.683299104E0
1.090653654E1,9.539699446E-2,-4.543345034E-2,1.526643687E0,1.530295963E0
1.091653154E1,9.105430394E-3,6.803176939E-2,1.373675848E0,1.375389605E0
1.092652654E1,-2.474084850E-3,4.839097202E-2,1.127520933E0,1.128561590E0
1.093652054E1,-8.797318675E-4,-1.401834869E-1,9.228561062E-1,9.334428620E-1
1.094651554E1,3.258650542E-2,-1.378527868E-1,8.109374750E-1,8.232161681E-1
1.095651054E1,1.615626981E-1,-1.419060767E-1,9.139209759E-1,9.388777291E-1
1.096650454E1,3.407098009E-1,-5.203811431E-1,9.482318527E-1,1.134029695E0
1.097649954E1,1.951013038E-1,-7.631347328E-1,1.193878645E0,1.430309532E0
1.098649454E1,-2.582178672E-1,-7.129246920E-1,1.534782427E0,1.711868915E0
1.099648854E1,-6.673626760E-1,-1.181180246E0,1.627502310E0,2.118802371E0
1.100648354E1,-1.277622321E0,-1.425204436E0,1.666450321E0,2.537830403E0
1.101647854E1,-1.780677287E0,-1.648799039E0,1.675027894E0,2.948740124E0
1.102647254E1,-2.157557233E0,-2.122025896E0,1.367756419E0,3.320964429E0
1.103646754E1,-2.652552543E0,-2.380863422E0,8.924359667E-1,3.674369005E0
1.104646254E1,-3.387156664E0,-2.603966859E0,5.085867244E-1,4.302572966E0
1.105645654E1,-3.869372739E0,-2.705880904E0,3.063379669E-1,4.731562090E0
1.106645154E1,-4.081516739E0,-2.582388879E0,1.312944035E-1,4.831640450E0
1.107644654E1,-4.199423504E0,-2.477579293E0,-8.384147108E-2,4.876534252E0
1.108644054E1,-4.272816585E0,-2.201010670E0,-4.348135740E-1,4.826020347E0
1.109643554E1,-4.224853629E0,-1.738269040E0,-1.070867261E0,4.692304779E0
1.110643054E1,-3.757774242E0,-1.230150093E0,-1.901479301E0,4.387454848E0
1.111642454E1,-2.804338660E0,-6.604962176E-1,-2.918155882E0,4.100756556E0
1.112641954E1,-1.400593506E0,-6.928254730E-1,-3.813727126E0,4.121429836E0
1.113641454E1,-5.685928980E-1,-1.166896083E0,-4.487136919E0,4.671117863E0
1.114640854E1,4.129647218E-1,-9.371800303E-1,-4.845066040E0,4.952121888E0
1.115640354E1,1.409522789E0,-3.158700979E-1,-4.682225761E0,4.899976172E0
1.116639854E1,2.072024601E0,4.302971846E-1,-4.317974632E0,4.808674093E0
1.117639254E1,2.458251614E0,8.439713198E-1,-3.833095443E0,4.631188753E0
1.118638754E1,2.316682921E0,1.198689149E0,-3.306399307E0,4.211431088E0
1.119638254E1,1.915524459E0,1.331581158E0,-2.852733725E0,3.685163774E0
1.120637654E1,1.474417819E0,1.203468078E0,-2.352550035E0,3.026009746E0
1.121637154E1,9.989123020E-1,8.081518614E-1,-1.878024511E0,2.275502424E0
1.122636654E1,6.965691528E-1,6.707931644E-1,-1.392989494E0,1.695756994E0
1.123636054E1,6.082799971E-1,7.496089536E-1,-1.022832969E0,1.406451357E0
1.124635554E1,5.290244973E-1,5.998985982E-1,-9.874900585E-1,1.270780021E0
1.125635054E1,3.937434621E-1,2.004788053E-1,-1.703948808E0,1.760303157E0
1.126634454E1,-7.592784941E-2,-3.366242051E-2,-2.288283580E0,2.289790370E0
1.127633954E1,-7.052478826E-1,2.656226349E-1,-2.153237749E0,2.281307249E0
1.128633454E1,-1.128315716E0,2.441797256E-2,-2.142675338E0,2.421724633E0
1.129632854E1,-1.167235514E0,-4.109569341E-1,-1.848908885E0,2.224811995E0
1.130632354E1,-1.238760410E0,-3.670080918E-1,-1.444823014E0,1.938230078E0
1.131631854E1,-1.172725904E0,-3.579560173E-1,-1.301490802E0,1.788098672E0
1.132631254E1,-8.329765078E-1,-3.459978765E-1,-1.138289165E0,1.452331442E0
1.133630754E1,-6.092039668E-1,-3.962073326E-1,-1.119558195E0,1.334736032E0
1.134630254E1,-3.953760778E-1,-3.826336062E-1,-1.050633556E0,1.185985492E0
1.135629654E1,-2.189469253E-1,-3.960243148E-1,-6.473598629E-1,7.898403675E-1
1.136629154E1,-4.770682951E-2,-5.845794779E-1,1.439613730E-1,6.039321025E-1
1.137628654E1,-6.113539880E-2,-6.105171418E-1,9.211177289E-1,1.106764016E0
1.138628054E1,-1.085536317E-1,-4.265087736E-1,1.356120168E0,1.425747360E0
1.139627554E1,-1.829334307E-2,-4.859164846E-1,1.361435872E0,1.445668395E0
1.140627054E1,1.911978488E-1,-5.132878858E-1,1.161806667E0,1.284451557E0
1.141626454E1,2.086431994E-1,-2.579809088E-1,1.048588784E0,1.099829338E0
1.142625954E1,3.051401648E-1,-2.048250407E-1,1.254790260E0,1.307502357E0
1.143625454E1,4.506963658E-1,-2.427114898E-1,1.632872393E0,1.711230065E0
1.144624854E1,5.445105556E-1,-2.319444269E-1,2.022114522E0,2.106949716E0
1.145624354E1,5.466620386E-1,-4.787887287E-1,2.434036832E0,2.540199467E0
1.146623854E1,2.486557692E-1,-4.999860549E-1,2.785075593E0,2.840503794E0
1.147623254E1,-1.209502405E-1,-3.458733308E-1,3.166828609E0,3.187955576E0
1.148622817E1,-2.141039872E-1,-4.363800430E-1,3.574654359E0,3.607550671E0
1.149622317E1,-2.829574366E-1,-4.733853167E-1,3.621952486E0,3.663700094E0
1.150621717E1,-1.964997751E-1,-5.038750380E-1,3.308978514E0,3.352885477E0
1.151621217E1,-4.138016045E-2,-5.577360803E-1,2.983361692E0,3.035330104E0
1.152620717E1,5.139293253E-2,-7.285379273E-1,2.752201962E0,2.847459286E0
1.153620117E1,-2.048425823E-2,-7.907593185E-1,2.472524959E0,2.595977577E0
1.154619617E1,-2.388204601E-1,-8.404542196E-1,2.184567130E0,2.352813646E0
1.155619117E1,-5.682634073E-1,-8.890901899E-1,2.036922011E0,2.294004348E0
1.156618517E1,-9.804128811E-1,-7.923550236E-1,1.880393803E0,2.263827898E0
1.157618017E1,-1.228947321E0,-7.333905315E-1,1.525167850E0,2.091485157E0
1.158617517E1,-1.261084787E0,-6.150405478E-1,1.010601763E0,1.729140145E0
1.159616917E1,-1.185845155E0,-3.939549851E-1,4.744056559E-1,1.336596419E0
1.160616417E1,-1.196035975E0,-3.891976905E-1,-2.007960168E-1,1.273693816E0
1.161615917E1,-1.763912297E0,-9.316865712E-1,-1.035201292E0,2.247458158E0
1.162615317E1,-9.311410260E-1,-8.573532575E-1,-1.543417010E0,1.996049670E0
1.163614817E1,4.436077863E-2,1.685073996E-1,-1.603374944E0,1.612815499E0
1.164614317E1,3.875300646E-1,6.820677656E-1,-2.012647296E0,2.160126182E0
1.165613717E1,9.521565038E-1,3.591003174E-1,-2.769802081E0,2.950823379E0
1.166613217E1,1.522652963E0,-2.851804018E-2,-3.484121334E0,3.802418545E0
1.167612717E1,1.637002282E0,-3.384426892E-2,-3.871021069E0,4.203061505E0
1.168612117E1,1.459358315E0,5.163325310E-2,-3.913312810E0,4.176889972E0
1.169611617E1,1.057618201E0,1.137634277E-2,-3.746593489E0,3.893025617E0
1.170611117E1,3.082925449E-1,-7.616407692E-2,-3.500771865E0,3.515145646E0
1.171610517E1,-1.287766217E0,4.336704433E-1,-1.952326834E0,2.378653390E0
1.172610017E1,-2.624967426E0,1.177733313E0,-2.291114509E-2,2.877157393E0
1.173609517E1,-2.508554918E0,5.058712775E-1,8.871641171E-1,2.708470730E0
1.174608917E1,-1.757770527E0,-3.865114796E-1,6.115520990E-1,1.900827273E0
1.175608417E1,-1.026821501E0,-4.131747830E-1,1.377896369E-2,1.106917186E0
1.176607917E1,-4.986757670E-1,9.692812443E-2,-2.223602557E-1,5.545418516E-1
1.177607317E1,8.109357208E-5,1.839440489E-1,-2.325045902E-1,2.964688924E-1
1.178606817E1,3.523628631E-1,-4.336938322E-2,-1.276657677E-1,3.772784634E-1
1.179606317E1,2.382088048E-1,-1.137499791E-1,-1.205076063E-1,2.901802468E-1
1.180605717E1,6.576641187E-2,-2.036386406E-1,-2.862463492E-1,3.573945849E-1
1.181605217E1,-1.823052205E-2,-2.874964839E-1,-4.444714200E-1,5.296616122E-1
1.182604717E1,-3.224549398E-2,-3.049282032E-1,-6.040273172E-1,6.773994249E-1
1.183604117E1,-7.954369448E-2,-2.852552462E-1,-5.861441928E-1,6.567059993E-1
1.184603617E1,-1.658137335E-1,-3.874984896E-1,-1.902011544E-1,4.624129678E-1
1.185603117E1,-2.911593260E-1,-5.193625581E-1,3.057912523E-1,6.693425953E-1
1.186602617E1,-5.734564658E-1,-7.167341530E-1,6.743020785E-1,1.138965960E0
1.187602017E1,-8.165711211E-1,-8.830120093E-1,1.053050795E0,1.598566414E0
1.188601517E1,-1.044100169E0,-8.319892055E-1,1.461941907E0,1.979804370E0
1.189601017E1,-1.002666141E0,-8.726565903E-1,1.824021381E0,2.256972068E0
1.190600417E1,-8.074205209E-1,-8.824278724E-1,2.346504014E0,2.633759278E0
1.191599917E1,-4.954531471E-1,-7.691497636E-1,2.622231222E0,2.777257957E0
1.192599417E1,1.271652460E-2,-5.713881594E-1,2.563805258E0,2.626736291E0
1.193598817E1,4.766501096E-1,-3.528016967E-1,2.303650939E0,2.378754299E0
1.194598317E1,6.566333277E-1,-7.500866711E-2,1.969843338E0,2.077757542E0
1.195597817E1,7.282400116E-1,1.001610500E-1,1.516313996E0,1.685103524E0
1.196597217E1,6.988039586E-1,2.209651101E-1,1.124958683E0,1.342640902E0
1.197596717E1,5.644680528E-1,3.251040208E-1,7.608665979E-1,1.001616087E0
1.198596217E1,7.003770789E-1,6.245463663E-1,2.030118191E-1,9.601041688E-1
1.199595617E1,1.027622496E0,9.617576319E-1,-5.586511695E-1,1.514290879E0
1.200595117E1,1.422824619E0,1.324709510E0,-1.494828402E0,2.452304454E0
1.201594617E1,1.557098618E0,1.569584470E0,-2.171724890E0,3.099119313E0
1.202594017E1,1.580446696E0,1.586339082E0,-2.524465191E0,3.374493731E0
1.203593517E1,1.528416417E0,1.508724310E0,-2.756203796E0,3.494132962E0
1.204593017E1,1.415168275E0,1.451653147E0,-2.992034283E0,3.614175875E0
1.205592417E1,1.390355469E0,1.347501957E0,-3.195106913E0,3.735981536E0
1.206591917E1,1.447948059E0,1.187354906E0,-3.266645257E0,3.765280400E0
1.207591417E1,1.408922279E0,1.001660786E0,-3.043482764E0,3.500167661E0
1.208590817E1,1.131765281E0,6.191043627E-1,-2.421210380E0,2.743436270E0
1.209590317E1,6.513266871E-1,1.827985793E-1,-1.783517134E0,1.907504951E0
1.210589817E1,2.672770315E-1,-6.911116540E-2,-1.294903913E0,1.324005102E0
1.211589217E1,-1.315272689E-2,-3.824997050E-1,-8.545401621E-1,9.363321564E-1
1.212588717E1,-3.503274839E-1,-6.537520391E-1,-6.021877831E-1,9.553801341E-1
1.213588217E1,-8.273947558E-1,-1.097424145E0,-1.923611158E-1,1.387776868E0
1.214587617E1,-1.647153925E0,-1.600623245E0,4.019130456E-1,2.331661408E0
1.215587117E1,-2.573575371E0,-2.119078900E0,8.103469062E-1,3.430808605E0
1.216586617E1,-3.335072299E0,-2.670447362E0,1.575829296E0,4.553815359E0
1.217586017E1,-4.090774051E0,-2.876098614E0,2.325929416E0,5.515099566E0
1.218585517E1,-4.026760488E0,-2.902308174E0,2.513706315E0,5.563893619E0
1.219585017E1,-3.336158419E0,-2.835263414E0,2.302270412E0,4.946627202E0
1.220584417E1,-2.959939208E0,-2.494925643E0,1.838093290E0,4.285379916E0
1.221583917E1,-3.082770206E0,-2.327285385E0,1.405449618E0,4.110354977E0
1.222583417E1,-3.493461384E0,-2.359836250E0,1.063741844E0,4.347947364E0
1.223582817E1,-3.228814942E0,-2.232600253E0,7.786906654E-1,4.002013114E0
1.224582317E1,-2.032817997E0,-1.898462868E0,6.583625686E-1,2.858312709E0
1.225581817E1,-3.894725096E-1,-1.091093949E0,6.058592498E-1,1.307379162E0
1.226581217E1,1.051060841E0,1.619713819E-1,7.076154202E-1,1.277373556E0
1.227580717E1,2.000087476E0,8.932107228E-1,7.492446721E-1,2.315068657E0
1.228580217E1,2.197733160E0,1.353329877E0,9.160312361E-1,2.738730732E0
1.229579617E1,1.888226148E0,1.617369670E0,7.723236322E-1,2.603414379E0
1.230579117E1,1.900184581E0,1.614475299E0,3.565924466E-1,2.518807278E0
1.231578617E1,2.332304050E0,1.745216702E0,1.007650673E-2,2.912992457E0
1.232578017E1,3.027747906E0,2.211794690E0,-1.742522889E-1,3.753619186E0
1.233577517E1,3.674147657E0,2.591749687E0,-3.050878322E-1,4.506618025E0
1.234577017E1,3.888770877E0,2.618218862E0,-5.490991580E-1,4.720076146E0
1.235576417E1,3.615253039E0,2.375701500E0,-7.450633281E-1,4.389661891E0
1.236575917E1,3.110129328E0,2.070489707E0,-7.692251927E-1,3.814648013E0
1.237575417E1,2.785183766E0,1.654041068E0,-8.166730088E-1,3.340666890E0
1.238574817E1,2.662265353E0,1.290360627E0,-9.703629792E-1,3.113565748E0
1.239574317E1,2.517219322E0,1.014995361E0,-9.765791541E-1,2.884495717E0
1.240573817E1,2.347102622E0,6.774999207E-1,-7.092427003E-1,2.543800713E0
1.241573317E1,2.090872224E0,3.605983740E-1,-3.400459957E-1,2.148815749E0
1.242572717E1,1.731654670E0,6.653605163E-2,-7.448943436E-2,1.734532680E0
1.243572217E1,1.596596267E0,-4.419442534E-2,8.045768738E-4,1.597208012E0
1.244571717E1,1.899975251E0,5.481823146E-2,-3.319581270E-2,1.901055747E0
1.245571117E1,2.133189693E0,1.230382812E-1,4.128368139E-2,2.137133834E0
1.246570617E1,1.922050682E0,1.031314355E-1,2.651209438E-1,1.942988429E0
1.247570117E1,1.304215896E0,-1.412114275E-1,3.753286797E-1,1.364474767E0
1.248569433E1,5.920836483E-1,-5.927497923E-1,3.495062059E-1,9.077829867E-1
1.249568933E1,-1.345970571E-2,-9.772662020E-1,4.269028759E-1,1.066525414E0
1.250568433E1,-1.636545029E-1,-1.089350894E0,5.788135386E-1,1.244384699E0
1.251567833E1,2.100115210E-2,-9.652852571E-1,7.608905715E-1,1.229297010E0
1.252567333E1,1.001031625E-1,-7.999786234E-1,1.027866252E0,1.306329006E0
1.253566833E1,-5.716735035E-2,-7.126884645E-1,1.229585252E0,1.422347653E0
1.254566233E1,-4.304692389E-1,-7.709939754E-1,1.305875044E0,1.576402584E0
1.255565733E1,-9.424849167E-1,-8.944082326E-1,1.373756540E0,1.890886283E0
1.256565233E1,-1.342943175E0,-9.379781753E-1,1.194366302E0,2.027266705E0
1.257564633E1,-1.438336698E0,-9.952376193E-1,8.034752584E-1,1.924807228E0
1.258564133E1,-1.446707133E0,-9.362971008E-1,3.464159524E-1,1.757730867E0
1.259563633E1,-1.381391542E0,-8.532116747E-1,-2.153763413E-2,1.623784660E0
1.260563033E1,-1.296785255E0,-8.495004469E-1,-4.504402578E-2,1.550913270E0
1.261562533E1,-1.251010619E0,-8.638302183E-1,1.350180566E-1,1.526256889E0
1.262562033E1,-1.397618735E0,-7.401411420E-1,2.706489015E-1,1.604493024E0
1.263561433E1,-1.445176917E0,-9.789858681E-1,3.293520230E-1,1.776350868E0
1.264560933E1,-1.654379476E0,-8.008837724E-1,3.480596048E-1,1.870703545E0
1.265560433E1,-1.722876537E0,-8.008077586E-1,2.817404848E-1,1.920670281E0
1.266559833E1,-1.548914270E0,-8.561200798E-1,3.323686016E-1,1.800707054E0
1.267559333E1,-1.634632844E0,-9.439709866E-1,8.270553249E-1,2.060855712E0
1.268558833E1,-1.836537346E0,-9.636111993E-1,1.020919175E0,2.311642691E0
1.269558233E1,-2.575699957E0,-3.840153033E-1,1.244243052E0,2.886146010E0
1.270557733E1,-1.539482419E0,-1.108583556E0,1.021390461E0,2.154577010E0
1.271557233E1,-4.980802646E-1,-9.054284799E-1,7.223059648E-1,1.260797600E0
1.272556633E1,3.738975371E-1,1.386240345E-1,4.821672499E-1,6.257006058E-1
1.273556133E1,1.211180337E0,4.155101609E-1,2.580832350E-1,1.306221060E0
1.274555633E1,1.580042800E0,2.750477618E-1,-2.128409886E-1,1.617865200E0
1.275555033E1,1.513420648E0,7.535365283E-2,-7.946371919E-1,1.711013880E0
1.276554533E1,1.324341428E0,-1.641675961E-1,-1.353110606E0,1.900457716E0
1.277554033E1,1.032919781E0,-1.061562002E-1,-1.840537426E0,2.113236956E0
1.278553433E1,4.376552111E-1,7.057940125E-2,-2.191073327E0,2.235469942E0
1.279552933E1,-2.960595120E-1,3.200941265E-1,-2.229255645E0,2.271495590E0
1.280552433E1,-2.799988003E-1,1.958653522E-1,-2.103853335E0,2.131422393E0
1.281551833E1,-1.153766928E-1,1.917190915E-1,-1.956777150E0,1.969529082E0
1.282551333E1,-6.395225840E-2,2.515776229E-1,-1.749042535E0,1.768199927E0
1.283550833E1,-8.103716472E-2,4.858743846E-2,-1.651827897E0,1.654528078E0
1.284550233E1,-3.671404216E-1,-3.144685203E-1,-1.211793344E0,1.304655375E0
1.285549733E1,-6.831554939E-1,-6.832816476E-1,-1.281583956E0,1.605002391E0
1.286549233E1,-1.112651683E0,-8.268793237E-1,-1.757964801E0,2.238786150E0
1.287548633E1,-1.597128656E0,-1.126026385E0,-2.222030241E0,2.959083263E0
1.288548133E1,-2.715756267E0,-9.808780271E-1,-2.820897975E0,4.036696569E0
1.289547633E1,-2.574378194E0,-1.186128160E0,-3.134622145E0,4.226130510E0
1.290547033E1,-1.801647888E0,-1.275264285E0,-3.173637691E0,3.865774218E0
1.291546533E1,-1.510140945E0,-1.350399252E0,-3.094963405E0,3.699040725E0
1.292546033E1,-1.619311238E0,-1.231484427E0,-2.824791051E0,3.481115807E0
1.293545533E1,-1.714925493E0,-9.643485332E-1,-2.386259233E0,3.092761010E0
1.294544933E1,-1.522386622E0,-1.014394267E0,-1.999739567E0,2.710279523E0
1.295544433E1,-1.234642216E0,-1.330014104E0,-1.642650692E0,2.447770458E0
1.296543933E1,-1.034834671E0,-1.468027105E0,-1.210152031E0,2.165745672E0
1.297543333E1,-7.158789977E-1,-1.022020791E0,-7.137029564E-1,1.437491268E0
1.298542833E1,-2.541596071E-1,-5.424456114E-1,-3.173073435E-1,6.778851654E-1
1.299542333E1,4.031444693E-1,-5.717536104E-1,-1.730933708E-1,7.206864568E-1
1.300541733E1,1.063488075E0,-6.312408435E-1,-1.585449135E-1,1.246839355E0
1.301541233E1,1.639932760E0,-4.343557370E-1,2.215135789E-1,1.710880659E0
1.302540733E1,1.963728174E0,-1.694347680E-1,9.886665183E-1,2.205084571E0
1.303540133E1,1.633995936E0,3.798491621E-1,2.048443365E0,2.647706238E0
1.304539633E1,1.088659022E0,8.687608829E-1,2.865364296E0,3.185943579E0
1.305539133E1,1.046906394E0,9.108906564E-1,3.257562193E0,3.540825642E0
1.306538533E1,1.666523119E0,8.639167571E-1,3.424680294E0,3.905391989E0
1.307538033E1,2.641698942E0,8.235469955E-1,3.688320723E0,4.610912351E0
1.308537533E1,3.200772280E0,1.110361694E0,4.274864280E0,5.454567893E0
1.309536933E1,3.025829435E0,1.663748908E0,4.939743571E0,6.027003463E0
1.310536433E1,2.827989478E0,1.496910011E0,5.327392334E0,6.214448740E0
1.311535933E1,2.541479127E0,1.120152272E0,5.421852348E0,6.091825683E0
1.312535333E1,2.163801767E0,9.281320488E-1,5.006823998E0,5.532788965E0
1.313534833E1,1.804946887E0,8.849199557E-1,4.140438547E0,4.602624029E0
1.314534333E1,1.839505539E0,7.324982464E-1,3.435280711E0,3.965033149E0
1.315533733E1,2.292195659E0,4.393878508E-1,3.199399354E0,3.960224596E0
1.316533233E1,2.609560305E0,4.482703561E-1,3.246725548E0,4.189508096E0
1.317532733E1,2.783845631E0,7.505328137E-1,3.420545143E0,4.473614319E0
1.318532133E1,2.898414221E0,6.671117574E-1,3.525874547E0,4.612768627E0
1.319531633E1,3.077795395E0,4.924408078E-2,3.374695956E0,4.567693320E0
1.320531133E1,2.917405977E0,-5.434168339E-1,3.069054977E0,4.269151899E0
1.321530533E1,2.461207089E0,-9.637363297E-1,2.615159599E0,3.718250634E0
1.322530033E1,1.973342312E0,-1.352515944E0,2.104296554E0,3.186132961E0
1.323529533E1,1.458136686E0,-1.727178041E0,1.686738113E0,2.820353177E0
1.324528933E1,1.011662887E0,-2.122772001E0,1.216955266E0,2.647754310E0
1.325528433E1,6.436549209E-1,-2.452989997E0,8.788119543E-1,2.683982495E0
1.326527933E1,3.010509876E-1,-2.576981374E0,8.829968065E-1,2.740647380E0
1.327527333E1,-2.152316593E-1,-2.868214229E0,8.517978179E-1,2.999756165E0
1.328526833E1,-7.005645552E-1,-3.018764244E0,8.785412282E-1,3.221112067E0
1.329526333E1,-9.593219011E-1,-2.892877200E0,1.044674073E0,3.221859854E0
1.330525733E1,-1.161862215E0,-3.076980878E0,8.755731815E-1,3.403580985E0
1.331525233E1,-1.419612598E0,-3.343804531E0,5.787527275E-1,3.678489280E0
1.332524733E1,-1.907712725E0,-3.248141159E0,-2.808730504E-1,3.777390435E0
1.333524133E1,-3.049194909E0,-2.751839435E0,-2.496733602E0,4.806650449E0
1.334523633E1,-2.617306697E0,-2.472389889E0,-3.144822612E0,4.780472296E0
1.335523133E1,-1.794490896E0,-2.555927889E0,-2.467213933E0,3.979963510E0
1.336522533E1,-1.553391483E0,-2.158670397E0,-2.143100139E0,3.415517704E0
1.337522033E1,-1.316457042E0,-1.720436786E0,-2.096624714E0,3.014763187E0
1.338521533E1,-9.079481913E-1,-1.336686362E0,-1.796392118E0,2.416221221E0
1.339521033E1,-4.709253931E-1,-1.102070342E0,-1.386723033E0,1.832847657E0
1.340520433E1,-2.073451906E-1,-9.552508503E-1,-1.099216024E0,1.470976574E0
1.341519933E1,-2.850254506E-2,-6.292609763E-1,-5.608166859E-1,8.433843291E-1
1.342519433E1,8.700452238E-2,-3.850052369E-1,1.655232731E-1,4.280149218E-1
1.343518833E1,1.844287831E-1,-3.567017895E-1,6.263063782E-1,7.439824071E-1
1.344518333E1,6.831711352E-2,-3.004796416E-1,7.001698682E-1,7.649791417E-1
1.345517833E1,-2.764795987E-1,-3.536916429E-1,4.565842196E-1,6.403185897E-1
1.346517233E1,-7.099673165E-1,-4.489802080E-1,6.473774046E-2,8.425127849E-1
1.347516733E1,-1.047349467E0,-5.006473750E-1,-3.383555657E-1,1.209162185E0
1.348516283E1,-1.214161466E0,-4.599601096E-1,-5.457606903E-1,1.408405517E0
1.349515683E1,-1.205906367E0,-3.719086432E-1,-5.001889533E-1,1.357466462E0
1.350515183E1,-1.005278166E0,-3.649106956E-1,-3.974530819E-1,1.140926360E0
1.351514683E1,-7.662814119E-1,-2.273853528E-1,-2.065976241E-1,8.255748781E-1
1.352514083E1,-4.705374303E-1,-1.339901161E-1,-5.846923292E-3,4.892780509E-1
1.353513583E1,-3.210871299E-1,-2.164832193E-1,1.199407187E-1,4.053982057E-1
1.354513083E1,-2.983275738E-1,-2.159780198E-1,3.817629558E-1,5.304609324E-1
1.355512483E1,-1.996740822E-1,-2.848886257E-1,6.178518891E-1,7.090643307E-1
1.356511983E1,-1.611551106E-1,-5.219867885E-1,6.950784051E-1,8.840673992E-1
1.357511483E1,-5.810502447E-1,-6.292065972E-1,6.690004081E-1,1.086775908E0
1.358510883E1,-9.189928508E-1,-6.941539603E-1,6.461956823E-1,1.320593215E0
1.359510383E1,-8.269727330E-1,-6.672474128E-1,5.847470006E-1,1.212861107E0
1.360509883E1,-4.288127227E-1,-3.351284873E-1,4.636926797E-1,7.149841644E-1
1.361509283E1,8.366166919E-2,-4.331208050E-2,3.489571524E-1,3.614502807E-1
1.362508783E1,2.675520699E-1,-4.450725138E-2,3.582135871E-1,4.493127858E-1
1.363508283E1,-7.640015826E-2,-2.915889502E-2,8.214535461E-1,8.255138726E-1
1.364507683E1,-2.303783964E-1,-2.395639336E-1,1.182082326E0,1.227918445E0
1.365507183E1,-1.872056258E-1,-5.293841010E-1,1.078705746E0,1.216100143E0
1.366506683E1,-2.459594719E-1,-4.705973643E-1,7.970629093E-1,9.577406865E-1
1.367506083E1,-3.151799802E-1,-3.063835752E-1,4.455287428E-1,6.258635441E-1
1.368505583E1,-3.007651319E-1,-2.485780013E-1,7.544209197E-2,3.974194214E-1
1.369505083E1,-2.831063944E-1,-3.497576362E-1,-2.641368574E-1,5.217738150E-1
1.370504483E1,-3.807428359E-1,-4.066229779E-1,-5.034330616E-1,7.508343364E-1
1.371503983E1,-4.023334605E-1,-3.201952833E-1,-3.513024706E-1,6.227444570E-1
1.372503483E1,8.194068745E-3,-3.097644353E-1,-7.252286956E-2,3.182463114E-1
1.373502883E1,3.811313834E-1,-2.202529192E-1,3.420504212E-2,4.415228927E-1
1.374502383E1,1.797808313E-1,-2.234835058E-1,2.172130980E-2,2.876418607E-1
1.375501883E1,-8.636023231E-2,-2.934507036E-1,-1.429742899E-1,3.376581892E-1
1.376501383E1,-1.382495204E-1,-3.552657133E-1,-3.948846924E-1,5.488720955E-1
1.377500783E1,-1.398202287E-1,-3.835574663E-1,-6.155801728E-1,7.386507804E-1
1.378500283E1,-1.094721562E-1,-3.532677197E-1,-7.455346868E-1,8.322284566E-1
1.379499783E1,-1.694135718E-1,-3.006614900E-1,-7.244168097E-1,8.024200920E-1
1.380499183E1,-1.802073857E-1,-3.000820309E-1,-5.531664813E-1,6.546121624E-1
1.381498683E1,-1.405963004E-2,-2.086473656E-1,-5.759839978E-1,6.127715415E-1
1.382498183E1,-2.621642992E-2,-5.348038852E-2,-7.720732983E-1,7.743672456E-1
1.383497583E1,-2.543641866E-1,-9.623932242E-2,-9.815188088E-1,1.018500034E0
1.384497083E1,-6.627677147E-1,-1.888709128E-1,-1.318679861E0,1.487901153E0
1.385496583E1,-1.357398808E0,-2.582949042E-1,-1.642371780E0,2.146306792E0
1.386495983E1,-1.506637585E0,-8.346479344E-1,-2.035357296E0,2.666322057E0
1.387495483E1,-1.546644527E0,-1.247901070E0,-2.521584268E0,3.210569045E0
1.388494983E1,-1.727231690E0,-1.329970835E0,-2.760196860E0,3.517220271E0
1.389494383E1,-1.595138410E0,-1.427560864E0,-2.730588899E0,3.469655934E0
1.390493883E1,-8.836910172E-1,-1.534873059E0,-2.495513873E0,3.060120032E0
1.391493383E1,-4.085734628E-2,-1.294254872E0,-2.176434823E0,2.532515258E0
1.392492783E1,1.723414920E-1,-8.221734846E-1,-1.940322500E0,2.114360952E0
1.393492283E1,3.274970669E-1,-5.816301423E-1,-1.831774351E0,1.949601298E0
1.394491783E1,4.342661284E-1,-4.619160032E-1,-2.005274103E0,2.103111431E0
